"plotcode","stem_id","diam","pom","height","family","genus","species","year","gen_sp","group"
"MGR-010","17054",10.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17055",9,130,NA,"Anacardiaceae","Sclerocarya","birrea",2006,"Sclerocarya birrea","mlunguya"
"MGR-010","17056",7.2,130,NA,"Anacardiaceae","Sclerocarya","birrea",2007,"Sclerocarya birrea","mlunguya"
"MGR-010","17057",6.4,130,NA,"Anacardiaceae","Sclerocarya","birrea",2006,"Sclerocarya birrea","mlunguya"
"MGR-010","17058",7.4,130,NA,"Anacardiaceae","Sclerocarya","birrea",2007,"Sclerocarya birrea","mlunguya"
"MGR-010","17059",9.7,130,NA,"Anacardiaceae","Sclerocarya","birrea",2006,"Sclerocarya birrea","mlunguya"
"MGR-010","17060",10.5,130,NA,"Anacardiaceae","Sclerocarya","birrea",2007,"Sclerocarya birrea","mlunguya"
"MGR-010","17061",5.9,130,NA,"Anacardiaceae","Sclerocarya","birrea",2006,"Sclerocarya birrea","mlunguya"
"MGR-010","17062",5.6,130,NA,"Anacardiaceae","Sclerocarya","birrea",2007,"Sclerocarya birrea","mlunguya"
"MGR-010","17063",7.2,130,NA,"Anacardiaceae","Sclerocarya","birrea",2006,"Sclerocarya birrea","mlunguya"
"MGR-010","17064",8.9,130,NA,"Anacardiaceae","Sclerocarya","birrea",2007,"Sclerocarya birrea","mlunguya"
"MGR-010","17065",8.9,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17067",5.6,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17069",6.1,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17071",12.8,130,NA,"Anacardiaceae","Sclerocarya","birrea",2006,"Sclerocarya birrea","mlunguya"
"MGR-010","17072",13.2,130,NA,"Anacardiaceae","Sclerocarya","birrea",2007,"Sclerocarya birrea","mlunguya"
"MGR-010","17073",15,130,NA,"Anacardiaceae","Sclerocarya","birrea",2006,"Sclerocarya birrea","mlunguya"
"MGR-010","17074",16.7,130,NA,"Anacardiaceae","Sclerocarya","birrea",2007,"Sclerocarya birrea","mlunguya"
"MGR-010","17075",5,130,NA,"Anacardiaceae","Lannea","discolor",2006,"Lannea discolor","mlunguya"
"MGR-010","17076",6.7,130,NA,"Anacardiaceae","Lannea","discolor",2007,"Lannea discolor","mlunguya"
"MGR-010","17077",5.6,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17078",6.4,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17079",6.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17080",8.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17082",6.7,130,NA,"Fabaceae","Burkea","africana",2007,"Burkea africana","mlunguya"
"MGR-010","17083",10,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17084",10.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17085",10.6,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17086",10.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17087",5.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17088",7.3,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17089",8.4,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17090",10.4,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17091",10.9,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17092",5.6,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17093",6.7,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17094",10.5,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17095",11.4,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17096",10.4,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17097",10.8,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17098",5.8,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17099",6.7,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17100",9.2,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17101",10.5,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17102",7.7,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17103",8.9,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17104",12,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17105",18.5,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17106",11.6,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17107",12.9,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17108",7.2,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17109",9.5,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17110",6.7,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17111",7.6,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17112",16.3,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17113",17.9,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17114",7.7,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17115",8.9,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17116",9,130,NA,"Anacardiaceae","Lannea","discolor",2006,"Lannea discolor","mlunguya"
"MGR-010","17117",9.8,130,NA,"Anacardiaceae","Lannea","discolor",2007,"Lannea discolor","mlunguya"
"MGR-010","17118",6.3,130,NA,"Anacardiaceae","Lannea","discolor",2006,"Lannea discolor","mlunguya"
"MGR-010","17119",7.4,130,NA,"Anacardiaceae","Lannea","discolor",2007,"Lannea discolor","mlunguya"
"MGR-010","17120",6.7,130,NA,"Rubiaceae","Crossopteryx","febrifuga",2006,"Crossopteryx febrifuga","mlunguya"
"MGR-010","17121",6.8,130,NA,"Rubiaceae","Crossopteryx","febrifuga",2007,"Crossopteryx febrifuga","mlunguya"
"MGR-010","17122",7.7,130,NA,"Rubiaceae","Crossopteryx","febrifuga",2006,"Crossopteryx febrifuga","mlunguya"
"MGR-010","17123",8.9,130,NA,"Rubiaceae","Crossopteryx","febrifuga",2007,"Crossopteryx febrifuga","mlunguya"
"MGR-010","17124",5.1,130,NA,"Rubiaceae","Crossopteryx","febrifuga",2006,"Crossopteryx febrifuga","mlunguya"
"MGR-010","17125",5.6,130,NA,"Rubiaceae","Crossopteryx","febrifuga",2007,"Crossopteryx febrifuga","mlunguya"
"MGR-010","17126",15.4,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17127",16.7,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17128",5.1,130,NA,"Fabaceae","Dalbergia","boehmii",2006,"Dalbergia boehmii","mlunguya"
"MGR-010","17129",7.8,130,NA,"Fabaceae","Dalbergia","boehmii",2007,"Dalbergia boehmii","mlunguya"
"MGR-010","17130",5.1,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17131",6.7,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17132",9.5,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17133",10.7,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17134",6.1,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17135",6.7,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17136",10.1,130,NA,"Fabaceae","Millettia","stuhlmannii",2006,"Millettia stuhlmannii","mlunguya"
"MGR-010","17137",10.5,130,NA,"Fabaceae","Millettia","stuhlmannii",2007,"Millettia stuhlmannii","mlunguya"
"MGR-010","17138",5,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17139",5.6,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17140",15.5,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17141",17.7,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17142",12.1,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17143",13.8,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17144",6.3,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17145",7.5,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17146",14.4,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17147",14.8,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17148",7.2,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17149",9.8,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17150",10.6,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17151",18.8,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17152",10.6,130,NA,"Fabaceae",NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17153",16.4,130,NA,"Fabaceae",NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17154",11.8,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17155",16.4,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17156",24.1,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17157",24.4,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17158",8.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17159",9.9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17160",12.6,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17161",11.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17162",12.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17163",5.7,130,NA,"Fabaceae","Millettia","stuhlmannii",2006,"Millettia stuhlmannii","mlunguya"
"MGR-010","17164",7.4,130,NA,"Fabaceae","Millettia","stuhlmannii",2007,"Millettia stuhlmannii","mlunguya"
"MGR-010","17165",11.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17167",6.7,130,NA,"Fabaceae","Millettia","stuhlmannii",2006,"Millettia stuhlmannii","mlunguya"
"MGR-010","17168",8,130,NA,"Fabaceae","Millettia","stuhlmannii",2007,"Millettia stuhlmannii","mlunguya"
"MGR-010","17169",11.5,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17170",12.3,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17171",5.7,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17172",6.3,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17173",11.9,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17174",13.2,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17175",12.4,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17176",13.4,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17177",8.7,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17178",9.6,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17179",8.7,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17180",7.2,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17181",10.4,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17182",9.6,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17183",8.8,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17185",22,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17186",10,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17187",22,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17188",25.2,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17189",6.2,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17190",7.5,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17191",5.6,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17192",6,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17193",5.3,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17194",6.3,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17195",5.6,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17197",14.3,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17198",15.6,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17199",6,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17200",8.2,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17201",8.6,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17202",6,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17203",9.8,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17204",10.5,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17205",8.6,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17206",10,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17207",10.7,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17208",13.2,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17209",14.4,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17211",6.6,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17212",6.4,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17213",12.1,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17214",13.8,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17215",5.1,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17216",7,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17217",7.9,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17218",8.4,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17219",6.8,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17220",7.6,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17221",8.5,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17222",9.4,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17223",11.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17224",12.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17225",12.2,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17226",13,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17227",9,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17228",10.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17229",5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17230",9.1,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17231",7.1,130,NA,"Fabaceae","Dalbergia","boehmii",2006,"Dalbergia boehmii","mlunguya"
"MGR-010","17232",7.8,130,NA,"Fabaceae","Dalbergia","boehmii",2007,"Dalbergia boehmii","mlunguya"
"MGR-010","17233",8.5,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17234",10.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17235",7.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17236",8.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17237",5.4,130,NA,"Fabaceae","Dalbergia","boehmii",2006,"Dalbergia boehmii","mlunguya"
"MGR-010","17238",9.1,130,NA,"Fabaceae","Dalbergia","boehmii",2007,"Dalbergia boehmii","mlunguya"
"MGR-010","17239",12,130,NA,"Fabaceae","Pterocarpus","rotundifolius",2006,"Pterocarpus rotundifolius","mlunguya"
"MGR-010","17240",13.1,130,NA,"Fabaceae","Pterocarpus","rotundifolius",2007,"Pterocarpus rotundifolius","mlunguya"
"MGR-010","17241",9.2,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17243",8.2,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17245",8.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17246",9.7,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17247",10.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17248",11.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17249",11.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17250",12.6,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17251",7.3,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17252",7.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17253",8.8,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17255",8.6,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17256",9.7,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17257",7.1,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17258",7.6,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17259",22.7,130,NA,"Fabaceae","Albizia","lebbeck",2006,"Albizia lebbeck","mlunguya"
"MGR-010","17260",24,130,NA,"Fabaceae","Albizia","lebbeck",2007,"Albizia lebbeck","mlunguya"
"MGR-010","17261",15.2,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17263",5,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17265",8.2,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17266",9.2,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17267",8.2,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17268",7.2,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17269",6.2,130,NA,"Combretaceae","Combretum",NA,2006,"Combretum NA","mlunguya"
"MGR-010","17270",7.9,130,NA,"Combretaceae","Combretum",NA,2007,"Combretum NA","mlunguya"
"MGR-010","17271",5.7,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17272",6.5,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17273",11.8,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17274",12.6,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17275",7,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17276",7.9,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17277",6.4,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17278",7.2,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17279",5.9,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17280",6.5,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17281",6.6,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17282",7,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17283",6.2,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17284",7.2,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17285",5.8,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2006,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17286",6.4,130,NA,"Apocynaceae","Diplorhynchus","condylocarpon",2007,"Diplorhynchus condylocarpon","mlunguya"
"MGR-010","17287",5.4,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17288",6.4,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17289",10.4,130,NA,"Fabaceae","Brachystegia","boehmii",2006,"Brachystegia boehmii","mlunguya"
"MGR-010","17290",11,130,NA,"Fabaceae","Brachystegia","boehmii",2007,"Brachystegia boehmii","mlunguya"
"MGR-010","17291",14.8,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17292",16,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17293",7.8,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17294",8.7,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17295",5.4,130,NA,NA,NA,NA,2006,"NA NA","mlunguya"
"MGR-010","17296",6.3,130,NA,NA,NA,NA,2007,"NA NA","mlunguya"
"MGR-010","17297",8.9,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17298",10,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17299",11.5,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17300",12.3,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17301",13.7,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17302",14.2,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17303",10,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17304",11.2,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
"MGR-010","17305",16.8,130,NA,"Fabaceae","Julbernardia","globiflora",2006,"Julbernardia globiflora","mlunguya"
"MGR-010","17306",18.5,130,NA,"Fabaceae","Julbernardia","globiflora",2007,"Julbernardia globiflora","mlunguya"
